C:\Users\admin\anaconda3\envs\folktales\Lib\site-packages\torch\_refs\__init__.py:4919: UserWarning: expandable_segments not supported on this platform (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\builder\windows\pytorch\c10/cuda/CUDAAllocatorConfig.h:28.)
  return torch.empty_permuted(
CUDA device: NVIDIA GeForce GTX 1650
CUDA compute capability: (7, 5)
AMP dtype: torch.float16
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 2, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 128, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,048,576
  value_embeds            : 1,048,576
  lm_head                 : 1,048,576
  transformer_matrices    : 393,280
  scalars                 : 4
  total                   : 3,539,012
Estimated FLOPs per token: 9.437568e+06
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Data: train/val split already exists
Time budget: 300s
Gradient accumulation steps: 1
Device: cuda

step 00000 (0.0%) | loss: 9.011062 | lrm: 0.00 | dt: 290ms | tok/sec: 3,527 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 02508 (78.9%) | loss: 5.243855 | lrm: 0.42 | dt: 83ms | tok/sec: 12,399 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 02509 (78.9%) | loss: 5.284786 | lrm: 0.42 | dt: 100ms | tok/sec: 10,269 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 02510 (79.0%) | loss: 5.337199 | lrm: 0.42 | dt: 86ms | tok/sec: 11,970 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 02511 (79.0%) | loss: 5.367800 | lrm: 0.42 | dt: 95ms | tok/sec: 10,773 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 02512 (79.0%) | loss: 5.382082 | lrm: 0.42 | dt: 85ms | tok/sec: 12,045 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 02513 (79.0%) | loss: 5.405522 | lrm: 0.42 | dt: 95ms | tok/sec: 10,790 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 02514 (79.1%) | loss: 5.420159 | lrm: 0.42 | dt: 96ms | tok/sec: 10,718 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 02515 (79.1%) | loss: 5.445517 | lrm: 0.42 | dt: 92ms | tok/sec: 11,143 | mfu: 0.0% | epoch: 1 | remaining: 63s    
step 02516 (79.1%) | loss: 5.458615 | lrm: 0.42 | dt: 95ms | tok/sec: 10,789 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02517 (79.2%) | loss: 5.457309 | lrm: 0.42 | dt: 79ms | tok/sec: 12,944 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02518 (79.2%) | loss: 5.462094 | lrm: 0.42 | dt: 106ms | tok/sec: 9,702 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02519 (79.2%) | loss: 5.454045 | lrm: 0.42 | dt: 84ms | tok/sec: 12,235 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02520 (79.3%) | loss: 5.444846 | lrm: 0.41 | dt: 93ms | tok/sec: 11,022 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02521 (79.3%) | loss: 5.439877 | lrm: 0.41 | dt: 93ms | tok/sec: 11,016 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02522 (79.3%) | loss: 5.445157 | lrm: 0.41 | dt: 95ms | tok/sec: 10,738 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02523 (79.4%) | loss: 5.439749 | lrm: 0.41 | dt: 89ms | tok/sec: 11,559 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02524 (79.4%) | loss: 5.441605 | lrm: 0.41 | dt: 94ms | tok/sec: 10,847 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02525 (79.4%) | loss: 5.418542 | lrm: 0.41 | dt: 79ms | tok/sec: 12,927 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02526 (79.4%) | loss: 5.403250 | lrm: 0.41 | dt: 95ms | tok/sec: 10,749 | mfu: 0.0% | epoch: 1 | remaining: 62s    
step 02527 (79.5%) | loss: 5.389829 | lrm: 0.41 | dt: 96ms | tok/sec: 10,646 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02528 (79.5%) | loss: 5.370572 | lrm: 0.41 | dt: 80ms | tok/sec: 12,860 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02529 (79.5%) | loss: 5.358633 | lrm: 0.41 | dt: 103ms | tok/sec: 9,932 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02530 (79.6%) | loss: 5.350416 | lrm: 0.41 | dt: 80ms | tok/sec: 12,816 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02531 (79.6%) | loss: 5.331633 | lrm: 0.41 | dt: 95ms | tok/sec: 10,760 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02532 (79.6%) | loss: 5.331014 | lrm: 0.41 | dt: 95ms | tok/sec: 10,770 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02533 (79.7%) | loss: 5.309089 | lrm: 0.41 | dt: 80ms | tok/sec: 12,797 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02534 (79.7%) | loss: 5.285196 | lrm: 0.41 | dt: 102ms | tok/sec: 10,075 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02535 (79.7%) | loss: 5.268936 | lrm: 0.41 | dt: 95ms | tok/sec: 10,804 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02536 (79.7%) | loss: 5.265040 | lrm: 0.41 | dt: 95ms | tok/sec: 10,806 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02537 (79.8%) | loss: 5.270308 | lrm: 0.40 | dt: 80ms | tok/sec: 12,858 | mfu: 0.0% | epoch: 1 | remaining: 61s    
step 02538 (79.8%) | loss: 5.255753 | lrm: 0.40 | dt: 104ms | tok/sec: 9,809 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02539 (79.8%) | loss: 5.256939 | lrm: 0.40 | dt: 89ms | tok/sec: 11,541 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02540 (79.9%) | loss: 5.236355 | lrm: 0.40 | dt: 87ms | tok/sec: 11,742 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02541 (79.9%) | loss: 5.226537 | lrm: 0.40 | dt: 86ms | tok/sec: 11,864 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02542 (79.9%) | loss: 5.202159 | lrm: 0.40 | dt: 95ms | tok/sec: 10,768 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02543 (80.0%) | loss: 5.190601 | lrm: 0.40 | dt: 95ms | tok/sec: 10,810 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02544 (80.0%) | loss: 5.173812 | lrm: 0.40 | dt: 91ms | tok/sec: 11,291 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02545 (80.0%) | loss: 5.147289 | lrm: 0.40 | dt: 84ms | tok/sec: 12,254 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02546 (80.0%) | loss: 5.148323 | lrm: 0.40 | dt: 94ms | tok/sec: 10,842 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02547 (80.1%) | loss: 5.156331 | lrm: 0.40 | dt: 95ms | tok/sec: 10,759 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02548 (80.1%) | loss: 5.156720 | lrm: 0.40 | dt: 79ms | tok/sec: 12,906 | mfu: 0.0% | epoch: 1 | remaining: 60s    
step 02549 (80.1%) | loss: 5.150231 | lrm: 0.40 | dt: 94ms | tok/sec: 10,877 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02550 (80.2%) | loss: 5.143240 | lrm: 0.40 | dt: 102ms | tok/sec: 10,008 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02551 (80.2%) | loss: 5.123731 | lrm: 0.40 | dt: 91ms | tok/sec: 11,268 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02552 (80.2%) | loss: 5.119780 | lrm: 0.40 | dt: 79ms | tok/sec: 12,906 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02553 (80.3%) | loss: 5.126846 | lrm: 0.39 | dt: 96ms | tok/sec: 10,677 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02554 (80.3%) | loss: 5.110317 | lrm: 0.39 | dt: 95ms | tok/sec: 10,756 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02555 (80.3%) | loss: 5.101686 | lrm: 0.39 | dt: 95ms | tok/sec: 10,821 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02556 (80.4%) | loss: 5.104719 | lrm: 0.39 | dt: 103ms | tok/sec: 9,937 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02557 (80.4%) | loss: 5.124738 | lrm: 0.39 | dt: 87ms | tok/sec: 11,722 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02558 (80.4%) | loss: 5.125158 | lrm: 0.39 | dt: 95ms | tok/sec: 10,800 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02559 (80.5%) | loss: 5.116659 | lrm: 0.39 | dt: 79ms | tok/sec: 12,881 | mfu: 0.0% | epoch: 1 | remaining: 59s    
step 02560 (80.5%) | loss: 5.119677 | lrm: 0.39 | dt: 95ms | tok/sec: 10,753 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02561 (80.5%) | loss: 5.107930 | lrm: 0.39 | dt: 103ms | tok/sec: 9,914 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02562 (80.5%) | loss: 5.069012 | lrm: 0.39 | dt: 79ms | tok/sec: 12,921 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02563 (80.6%) | loss: 5.021304 | lrm: 0.39 | dt: 102ms | tok/sec: 10,022 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02564 (80.6%) | loss: 5.018116 | lrm: 0.39 | dt: 87ms | tok/sec: 11,774 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02565 (80.6%) | loss: 5.010477 | lrm: 0.39 | dt: 95ms | tok/sec: 10,737 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02566 (80.7%) | loss: 4.996220 | lrm: 0.39 | dt: 98ms | tok/sec: 10,421 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02567 (80.7%) | loss: 4.975276 | lrm: 0.39 | dt: 98ms | tok/sec: 10,466 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02568 (80.7%) | loss: 4.969332 | lrm: 0.39 | dt: 92ms | tok/sec: 11,102 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02569 (80.8%) | loss: 4.935696 | lrm: 0.38 | dt: 79ms | tok/sec: 12,885 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02570 (80.8%) | loss: 4.930038 | lrm: 0.38 | dt: 100ms | tok/sec: 10,265 | mfu: 0.0% | epoch: 1 | remaining: 58s    
step 02571 (80.8%) | loss: 4.877601 | lrm: 0.38 | dt: 91ms | tok/sec: 11,266 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02572 (80.9%) | loss: 4.878562 | lrm: 0.38 | dt: 101ms | tok/sec: 10,168 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02573 (80.9%) | loss: 4.865975 | lrm: 0.38 | dt: 90ms | tok/sec: 11,327 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02574 (80.9%) | loss: 4.870223 | lrm: 0.38 | dt: 95ms | tok/sec: 10,812 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02575 (80.9%) | loss: 4.858118 | lrm: 0.38 | dt: 96ms | tok/sec: 10,616 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02576 (81.0%) | loss: 4.869951 | lrm: 0.38 | dt: 101ms | tok/sec: 10,163 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02577 (81.0%) | loss: 4.831468 | lrm: 0.38 | dt: 99ms | tok/sec: 10,383 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02578 (81.0%) | loss: 4.830796 | lrm: 0.38 | dt: 100ms | tok/sec: 10,224 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02579 (81.1%) | loss: 4.837120 | lrm: 0.38 | dt: 91ms | tok/sec: 11,282 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02580 (81.1%) | loss: 4.853482 | lrm: 0.38 | dt: 102ms | tok/sec: 10,082 | mfu: 0.0% | epoch: 1 | remaining: 57s    
step 02581 (81.1%) | loss: 4.871196 | lrm: 0.38 | dt: 89ms | tok/sec: 11,558 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02582 (81.2%) | loss: 4.862040 | lrm: 0.38 | dt: 98ms | tok/sec: 10,463 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02583 (81.2%) | loss: 4.847127 | lrm: 0.38 | dt: 89ms | tok/sec: 11,570 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02584 (81.2%) | loss: 4.850564 | lrm: 0.38 | dt: 92ms | tok/sec: 11,073 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02585 (81.3%) | loss: 4.831995 | lrm: 0.37 | dt: 94ms | tok/sec: 10,851 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02586 (81.3%) | loss: 4.831864 | lrm: 0.37 | dt: 95ms | tok/sec: 10,787 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02587 (81.3%) | loss: 4.798970 | lrm: 0.37 | dt: 95ms | tok/sec: 10,785 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02588 (81.4%) | loss: 4.795499 | lrm: 0.37 | dt: 98ms | tok/sec: 10,415 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02589 (81.4%) | loss: 4.785975 | lrm: 0.37 | dt: 93ms | tok/sec: 10,969 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02590 (81.4%) | loss: 4.770719 | lrm: 0.37 | dt: 88ms | tok/sec: 11,609 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02591 (81.5%) | loss: 4.737421 | lrm: 0.37 | dt: 95ms | tok/sec: 10,750 | mfu: 0.0% | epoch: 1 | remaining: 56s    
step 02592 (81.5%) | loss: 4.721527 | lrm: 0.37 | dt: 95ms | tok/sec: 10,780 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02593 (81.5%) | loss: 4.707084 | lrm: 0.37 | dt: 88ms | tok/sec: 11,572 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02594 (81.5%) | loss: 4.692687 | lrm: 0.37 | dt: 95ms | tok/sec: 10,760 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02595 (81.6%) | loss: 4.659025 | lrm: 0.37 | dt: 105ms | tok/sec: 9,782 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02596 (81.6%) | loss: 4.655373 | lrm: 0.37 | dt: 87ms | tok/sec: 11,718 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02597 (81.6%) | loss: 4.633877 | lrm: 0.37 | dt: 87ms | tok/sec: 11,737 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02598 (81.7%) | loss: 4.646018 | lrm: 0.37 | dt: 107ms | tok/sec: 9,542 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02599 (81.7%) | loss: 4.623751 | lrm: 0.37 | dt: 93ms | tok/sec: 11,038 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02600 (81.7%) | loss: 4.604377 | lrm: 0.37 | dt: 108ms | tok/sec: 9,516 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02601 (81.8%) | loss: 4.589322 | lrm: 0.36 | dt: 92ms | tok/sec: 11,071 | mfu: 0.0% | epoch: 1 | remaining: 55s    
step 02602 (81.8%) | loss: 4.579687 | lrm: 0.36 | dt: 91ms | tok/sec: 11,219 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02603 (81.8%) | loss: 4.569082 | lrm: 0.36 | dt: 95ms | tok/sec: 10,812 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02604 (81.9%) | loss: 4.573489 | lrm: 0.36 | dt: 86ms | tok/sec: 11,945 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02605 (81.9%) | loss: 4.548696 | lrm: 0.36 | dt: 95ms | tok/sec: 10,806 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02606 (81.9%) | loss: 4.529535 | lrm: 0.36 | dt: 95ms | tok/sec: 10,776 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02607 (82.0%) | loss: 4.504350 | lrm: 0.36 | dt: 92ms | tok/sec: 11,084 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02608 (82.0%) | loss: 4.506511 | lrm: 0.36 | dt: 96ms | tok/sec: 10,704 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02609 (82.0%) | loss: 4.528333 | lrm: 0.36 | dt: 92ms | tok/sec: 11,098 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02610 (82.1%) | loss: 4.539190 | lrm: 0.36 | dt: 101ms | tok/sec: 10,166 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02611 (82.1%) | loss: 4.543081 | lrm: 0.36 | dt: 95ms | tok/sec: 10,723 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02612 (82.1%) | loss: 4.527048 | lrm: 0.36 | dt: 97ms | tok/sec: 10,516 | mfu: 0.0% | epoch: 1 | remaining: 54s    
step 02613 (82.2%) | loss: 4.521252 | lrm: 0.36 | dt: 95ms | tok/sec: 10,748 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02614 (82.2%) | loss: 4.535186 | lrm: 0.36 | dt: 94ms | tok/sec: 10,906 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02615 (82.2%) | loss: 4.516796 | lrm: 0.36 | dt: 98ms | tok/sec: 10,450 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02616 (82.2%) | loss: 4.518678 | lrm: 0.36 | dt: 93ms | tok/sec: 10,989 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02617 (82.3%) | loss: 4.494540 | lrm: 0.35 | dt: 96ms | tok/sec: 10,693 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02618 (82.3%) | loss: 4.489275 | lrm: 0.35 | dt: 93ms | tok/sec: 11,034 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02619 (82.3%) | loss: 4.484879 | lrm: 0.35 | dt: 93ms | tok/sec: 11,000 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02620 (82.4%) | loss: 4.505319 | lrm: 0.35 | dt: 90ms | tok/sec: 11,360 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02621 (82.4%) | loss: 4.520459 | lrm: 0.35 | dt: 104ms | tok/sec: 9,803 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02622 (82.4%) | loss: 4.535955 | lrm: 0.35 | dt: 85ms | tok/sec: 12,015 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02623 (82.5%) | loss: 4.514215 | lrm: 0.35 | dt: 89ms | tok/sec: 11,519 | mfu: 0.0% | epoch: 1 | remaining: 53s    
step 02624 (82.5%) | loss: 4.492243 | lrm: 0.35 | dt: 113ms | tok/sec: 9,052 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02625 (82.5%) | loss: 4.474875 | lrm: 0.35 | dt: 84ms | tok/sec: 12,226 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02626 (82.6%) | loss: 4.499289 | lrm: 0.35 | dt: 95ms | tok/sec: 10,773 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02627 (82.6%) | loss: 4.525243 | lrm: 0.35 | dt: 95ms | tok/sec: 10,835 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02628 (82.6%) | loss: 4.555114 | lrm: 0.35 | dt: 105ms | tok/sec: 9,773 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02629 (82.7%) | loss: 4.574372 | lrm: 0.35 | dt: 81ms | tok/sec: 12,663 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02630 (82.7%) | loss: 4.602830 | lrm: 0.35 | dt: 103ms | tok/sec: 9,986 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02631 (82.7%) | loss: 4.617712 | lrm: 0.35 | dt: 95ms | tok/sec: 10,754 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02632 (82.8%) | loss: 4.631199 | lrm: 0.34 | dt: 95ms | tok/sec: 10,775 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02633 (82.8%) | loss: 4.599894 | lrm: 0.34 | dt: 96ms | tok/sec: 10,699 | mfu: 0.0% | epoch: 1 | remaining: 52s    
step 02634 (82.8%) | loss: 4.586865 | lrm: 0.34 | dt: 102ms | tok/sec: 10,085 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02635 (82.8%) | loss: 4.538156 | lrm: 0.34 | dt: 95ms | tok/sec: 10,804 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02636 (82.9%) | loss: 4.521265 | lrm: 0.34 | dt: 80ms | tok/sec: 12,776 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02637 (82.9%) | loss: 4.503033 | lrm: 0.34 | dt: 107ms | tok/sec: 9,563 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02638 (82.9%) | loss: 4.502124 | lrm: 0.34 | dt: 92ms | tok/sec: 11,096 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02639 (83.0%) | loss: 4.514350 | lrm: 0.34 | dt: 93ms | tok/sec: 11,003 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02640 (83.0%) | loss: 4.508704 | lrm: 0.34 | dt: 94ms | tok/sec: 10,867 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02641 (83.0%) | loss: 4.491900 | lrm: 0.34 | dt: 85ms | tok/sec: 12,080 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02642 (83.1%) | loss: 4.465977 | lrm: 0.34 | dt: 110ms | tok/sec: 9,324 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02643 (83.1%) | loss: 4.443560 | lrm: 0.34 | dt: 84ms | tok/sec: 12,148 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02644 (83.1%) | loss: 4.455905 | lrm: 0.34 | dt: 98ms | tok/sec: 10,423 | mfu: 0.0% | epoch: 1 | remaining: 51s    
step 02645 (83.2%) | loss: 4.466849 | lrm: 0.34 | dt: 97ms | tok/sec: 10,522 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02646 (83.2%) | loss: 4.478881 | lrm: 0.34 | dt: 83ms | tok/sec: 12,387 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02647 (83.2%) | loss: 4.498352 | lrm: 0.34 | dt: 96ms | tok/sec: 10,720 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02648 (83.3%) | loss: 4.526220 | lrm: 0.33 | dt: 101ms | tok/sec: 10,128 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02649 (83.3%) | loss: 4.566673 | lrm: 0.33 | dt: 93ms | tok/sec: 11,023 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02650 (83.3%) | loss: 4.607495 | lrm: 0.33 | dt: 91ms | tok/sec: 11,283 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02651 (83.3%) | loss: 4.662523 | lrm: 0.33 | dt: 88ms | tok/sec: 11,606 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02652 (83.4%) | loss: 4.677764 | lrm: 0.33 | dt: 125ms | tok/sec: 8,199 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02653 (83.4%) | loss: 4.705254 | lrm: 0.33 | dt: 95ms | tok/sec: 10,771 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02654 (83.5%) | loss: 4.719797 | lrm: 0.33 | dt: 99ms | tok/sec: 10,335 | mfu: 0.0% | epoch: 1 | remaining: 50s    
step 02655 (83.5%) | loss: 4.742901 | lrm: 0.33 | dt: 96ms | tok/sec: 10,693 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02656 (83.5%) | loss: 4.734436 | lrm: 0.33 | dt: 97ms | tok/sec: 10,530 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02657 (83.5%) | loss: 4.729800 | lrm: 0.33 | dt: 103ms | tok/sec: 9,986 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02658 (83.6%) | loss: 4.753745 | lrm: 0.33 | dt: 91ms | tok/sec: 11,288 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02659 (83.6%) | loss: 4.765065 | lrm: 0.33 | dt: 104ms | tok/sec: 9,816 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02660 (83.6%) | loss: 4.736074 | lrm: 0.33 | dt: 85ms | tok/sec: 12,102 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02661 (83.7%) | loss: 4.743732 | lrm: 0.33 | dt: 120ms | tok/sec: 8,524 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02662 (83.7%) | loss: 4.736844 | lrm: 0.33 | dt: 86ms | tok/sec: 11,971 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02663 (83.7%) | loss: 4.733144 | lrm: 0.33 | dt: 105ms | tok/sec: 9,745 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02664 (83.8%) | loss: 4.730854 | lrm: 0.32 | dt: 103ms | tok/sec: 9,957 | mfu: 0.0% | epoch: 1 | remaining: 49s    
step 02665 (83.8%) | loss: 4.733526 | lrm: 0.32 | dt: 98ms | tok/sec: 10,409 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02666 (83.8%) | loss: 4.749260 | lrm: 0.32 | dt: 101ms | tok/sec: 10,089 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02667 (83.9%) | loss: 4.768127 | lrm: 0.32 | dt: 100ms | tok/sec: 10,225 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02668 (83.9%) | loss: 4.796586 | lrm: 0.32 | dt: 93ms | tok/sec: 10,964 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02669 (83.9%) | loss: 4.784941 | lrm: 0.32 | dt: 89ms | tok/sec: 11,496 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02670 (84.0%) | loss: 4.779884 | lrm: 0.32 | dt: 110ms | tok/sec: 9,324 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02671 (84.0%) | loss: 4.793154 | lrm: 0.32 | dt: 99ms | tok/sec: 10,343 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02672 (84.0%) | loss: 4.817964 | lrm: 0.32 | dt: 97ms | tok/sec: 10,517 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02673 (84.1%) | loss: 4.833949 | lrm: 0.32 | dt: 97ms | tok/sec: 10,604 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02674 (84.1%) | loss: 4.826327 | lrm: 0.32 | dt: 98ms | tok/sec: 10,462 | mfu: 0.0% | epoch: 1 | remaining: 48s    
step 02675 (84.1%) | loss: 4.856774 | lrm: 0.32 | dt: 100ms | tok/sec: 10,247 | mfu: 0.0% | epoch: 1 | remaining: 47s    
step 02676 (84.2%) | loss: 4.867303 | lrm: 0.32 | dt: 97ms | tok/sec: 10,527 | mfu: 0.0% | epoch: 1 | remaining: 47s    
step 02677 (84.2%) | loss: 4.852511 | lrm: 0.32 | dt: 94ms | tok/sec: 10,867 | mfu: 0.0% | epoch: 1 | remaining: 47s    
